Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition
121,267000,60,4,66,16226,3,5,6,3,1,6,8,5,1999,2,13,3,0,3,5,3,3,4,3,281,747,1,2,5,1210,1242,0,0,2,1,4,3,9,1,5,4,1998,1,683,3,208,50,5,2007,9,5
122,205000,20,4,118,13704,1,1,6,3,1,3,7,5,2002,2,13,2,150,3,5,3,3,4,6,0,1541,1,2,5,1541,0,0,0,2,0,3,3,6,1,5,2,2001,2,843,3,468,81,1,2006,9,5
123,295000,75,5,87,18386,4,5,18,3,1,4,7,9,2002,2,6,3,0,4,5,1,4,4,6,0,1470,1,2,5,1675,1818,0,0,3,0,3,3,10,1,1,2,2003,3,870,3,302,0,5,2008,9,5
124,225000,60,4,116,13474,4,5,20,2,1,6,7,5,1991,2,7,2,246,3,5,2,3,4,1,700,0,3,2,5,1122,1121,1,0,2,1,4,3,8,1,5,2,1990,2,746,3,127,44,6,2007,9,5
125,360000,20,4,90,12378,1,5,16,3,1,3,9,5,2004,2,13,3,0,3,5,3,1,2,3,1274,622,1,2,5,1944,0,1,0,2,0,3,1,8,3,1,2,2003,1,708,3,208,175,11,2006,9,5
126,132000,20,4,50,8000,4,5,13,3,1,3,6,6,2002,2,13,3,0,4,3,2,4,4,1,680,292,1,2,5,972,0,1,0,1,0,2,4,5,1,3,6,1948,3,240,3,0,0,5,2009,9,5
127,119900,190,5,65,7800,4,5,18,1,2,1,5,7,1950,2,9,3,0,4,5,2,3,3,5,507,286,5,2,5,793,325,1,0,1,0,3,4,5,1,3,6,1939,3,410,3,0,0,5,2006,9,5
128,375000,20,4,150,215245,3,5,24,3,1,3,7,5,1965,4,4,3,0,4,5,2,3,2,1,1236,80,5,2,5,2036,0,2,0,2,0,3,4,8,2,3,2,1965,2,513,3,0,0,6,2009,9,5
129,178000,70,5,60,9600,4,5,18,3,1,6,7,7,1990,2,14,3,0,4,5,1,4,4,4,16,712,1,2,5,832,809,0,1,1,1,3,1,6,1,3,6,1925,3,546,3,0,0,8,2006,9,5
130,188500,60,4,71,7795,1,5,9,3,1,6,7,5,2005,2,13,3,0,3,5,3,3,4,3,425,291,1,2,5,716,716,1,0,2,1,3,3,6,1,3,2,2004,1,432,3,100,51,7,2009,9,5
131,260000,60,4,94,13005,1,1,17,3,1,6,7,7,1980,2,6,2,278,3,5,2,3,4,3,692,153,5,2,5,1153,1200,1,0,2,1,4,1,10,1,5,2,1983,2,484,3,288,195,8,2009,9,5
132,270000,60,2,75,9000,4,5,21,3,1,6,8,5,2006,2,13,3,0,3,5,3,3,1,6,0,1088,1,2,5,1088,871,0,0,2,1,3,3,8,1,3,2,2006,2,1025,3,208,46,12,2007,9,5
133,260000,60,4,90,9900,4,5,14,3,1,6,7,5,1993,2,7,2,256,3,5,3,3,2,3,987,360,1,2,5,1372,1274,1,0,2,1,4,3,9,1,5,2,1993,2,656,3,340,60,4,2009,9,5
134,354000,60,4,99,12099,1,5,16,3,1,6,8,5,2004,2,13,2,388,3,5,3,1,1,3,970,166,1,2,5,1136,1332,1,0,2,1,4,3,10,1,3,4,2004,1,872,3,184,154,6,2007,9,5
135,301000,60,4,86,10380,1,5,20,3,1,6,7,5,1987,2,10,2,172,3,5,2,4,2,4,28,0,1,2,5,1553,1177,1,0,2,1,4,3,8,1,5,2,1987,1,576,3,201,96,8,2007,9,5
136,242000,80,4,96,11275,4,1,13,5,1,8,7,7,2007,5,14,2,300,3,3,2,3,4,6,0,710,1,2,5,1898,1080,0,0,2,1,5,3,11,1,3,4,1961,1,564,3,240,0,6,2010,9,5
137,324000,120,4,32,10846,1,2,25,3,5,3,8,5,1993,2,4,3,0,3,5,3,3,2,3,1619,100,1,2,5,1719,0,2,0,1,1,1,3,6,2,3,2,1993,1,473,3,122,30,5,2008,2,5
138,284000,20,4,85,10655,1,5,16,3,1,3,8,5,2004,2,13,2,296,3,5,3,3,4,3,1124,1603,1,2,5,1629,0,1,0,2,0,3,3,7,1,3,2,2003,2,880,3,0,0,10,2009,9,5
139,207000,120,5,59,8198,4,4,16,3,5,3,7,5,2004,2,13,4,146,3,5,3,3,1,3,720,638,1,2,5,1358,0,1,0,2,0,2,3,6,1,3,2,2004,2,484,3,192,30,7,2008,9,5
140,192000,60,4,59,9042,1,5,9,3,1,6,6,5,1998,2,13,3,0,4,5,3,3,2,3,828,115,3,2,5,943,695,1,0,2,1,3,4,7,2,5,2,1998,1,472,3,100,38,7,2008,9,5
141,377426,20,4,86,14157,1,1,22,3,1,3,9,5,2006,4,13,4,200,3,5,3,1,2,3,1249,673,1,2,5,1922,0,1,0,2,0,3,3,8,1,3,2,2005,1,676,3,178,51,7,2007,9,5
142,266000,120,4,63,8849,1,5,16,3,5,3,9,5,2005,4,9,2,616,1,5,3,1,4,3,28,1656,1,2,5,1684,0,0,0,2,0,2,1,6,1,1,2,2005,2,564,3,495,72,7,2008,9,5
143,140200,50,4,65,6435,4,5,4,7,1,1,6,5,1950,2,9,3,0,4,5,1,4,4,6,0,972,3,2,5,972,605,0,0,1,0,3,2,6,1,3,6,1939,3,312,3,0,0,10,2006,9,5
144,437154,60,4,56,20431,2,5,16,3,1,6,9,5,2006,4,6,2,870,1,5,3,1,4,3,1410,438,1,2,5,1848,880,1,0,2,1,4,1,10,2,1,2,2006,1,706,3,0,0,4,2006,7,6
145,318061,120,4,68,7820,1,5,16,3,5,3,9,5,2007,4,9,2,362,1,5,3,1,4,6,0,1869,1,2,5,1869,0,0,0,2,0,2,1,6,1,3,2,2007,2,617,3,210,54,12,2007,7,6
146,140000,50,4,60,8400,4,5,23,3,1,1,6,5,2000,2,14,3,0,4,5,2,4,4,4,388,552,1,2,5,1192,403,0,0,1,0,2,4,6,2,3,2,1940,3,240,3,0,0,6,2006,9,5
147,134000,120,5,44,4224,4,5,11,3,5,3,5,5,1976,2,6,3,0,4,5,3,3,4,1,874,268,5,2,5,1142,0,1,0,1,1,3,4,6,1,4,2,1976,1,528,3,536,90,8,2007,9,5
148,280000,60,4,78,12011,1,2,14,3,1,6,8,5,1998,2,13,2,530,3,5,3,3,1,3,956,130,1,2,5,1086,838,1,0,2,1,3,3,7,1,5,2,1998,2,592,3,208,75,6,2006,9,5
149,165000,80,4,101,9150,1,1,13,3,1,8,6,5,1962,2,10,2,305,4,5,2,3,2,3,371,728,3,2,5,1431,0,0,1,1,0,3,4,6,1,3,3,1962,2,296,3,64,110,12,2008,9,5
150,132000,20,4,78,7800,4,5,13,3,1,3,5,6,1954,2,7,2,200,4,5,3,4,4,4,540,728,3,2,5,1268,0,0,0,1,0,2,4,7,1,3,2,1954,1,244,3,0,98,3,2010,9,5
151,219500,60,4,65,8200,4,5,6,3,1,6,7,5,2004,2,13,3,0,3,5,3,3,4,6,0,847,1,2,5,847,1081,0,0,2,1,4,3,8,1,3,4,2003,1,434,3,100,48,7,2007,9,5
152,340000,60,2,102,11143,1,1,21,3,1,6,8,5,2005,2,6,3,0,3,5,3,3,4,6,0,1580,1,2,5,1580,886,0,0,3,0,4,3,8,1,3,2,2004,2,610,3,159,214,12,2007,9,5
153,394432,20,4,88,11394,4,1,22,3,1,3,9,2,2010,4,13,4,350,3,5,3,1,1,3,1445,411,1,2,5,1856,0,1,0,1,1,1,1,8,1,1,2,2010,1,834,3,113,0,6,2010,7,6
154,179000,60,4,60,8123,1,5,9,7,1,6,6,5,2000,2,13,2,16,4,5,3,3,4,6,0,982,1,2,5,1007,793,0,0,2,1,3,4,7,1,5,2,2000,1,463,3,100,63,6,2009,9,5
155,127000,50,4,50,5000,4,5,23,3,1,1,5,6,1950,2,4,3,0,4,5,1,4,4,4,218,808,5,2,5,1026,665,0,0,2,0,3,3,6,1,3,6,1924,3,308,3,0,0,5,2010,9,5
156,187750,20,2,60,7200,4,5,21,3,1,3,7,5,2006,2,13,3,0,3,5,3,3,4,6,0,1293,1,2,5,1301,0,1,0,2,0,2,3,5,1,3,2,2006,2,572,3,216,121,8,2006,7,6
157,192000,120,4,43,3182,4,5,1,3,5,3,8,5,2005,2,13,2,16,3,5,3,3,4,3,24,1232,1,2,5,1269,0,0,0,2,0,2,3,6,1,5,2,2004,1,430,3,146,20,4,2010,9,5
158,125000,80,4,72,7200,4,5,8,3,1,8,6,6,1976,4,9,2,255,4,5,2,4,1,1,631,410,1,2,5,1125,0,1,0,1,0,3,4,6,1,2,6,1977,3,352,3,296,0,10,2009,9,1
159,426000,60,4,96,12474,4,5,16,3,1,6,10,5,2008,2,13,4,272,1,5,3,1,1,3,1280,402,1,2,5,1742,590,1,0,2,1,3,1,9,1,1,4,2008,1,846,3,196,134,8,2008,7,6
160,215000,60,4,71,12209,1,2,12,3,1,6,6,5,2002,2,13,3,0,4,5,3,1,4,1,690,114,1,2,5,804,1157,1,0,2,1,3,3,7,1,5,4,2001,1,560,3,125,192,6,2009,9,5
161,169500,60,4,69,7590,4,5,13,5,1,6,5,5,1962,2,13,2,288,4,5,2,4,4,1,540,324,5,2,5,876,936,0,0,2,0,4,4,8,1,5,2,1962,2,264,3,0,168,7,2007,9,5
162,245500,120,4,38,14963,2,5,25,3,5,3,8,5,1996,2,4,3,0,3,5,3,3,4,3,786,474,1,2,5,1288,0,1,0,1,1,1,1,4,2,3,2,1996,1,500,3,120,30,12,2008,9,5
163,164990,20,4,65,8767,1,5,6,3,1,3,7,5,2005,2,13,3,0,3,5,3,3,1,3,24,1286,1,2,5,1310,0,0,0,2,0,3,3,6,1,3,2,2005,1,400,3,0,0,7,2006,7,6
164,258000,60,4,93,12090,4,1,14,3,1,6,8,5,1998,4,13,2,650,3,5,3,3,4,6,0,1141,3,2,5,1165,1098,0,0,2,1,4,3,10,1,5,4,1998,1,420,3,144,123,7,2006,9,1
165,280000,60,4,109,14154,4,1,16,3,1,6,7,5,2006,2,13,2,350,3,5,3,1,4,6,0,1063,1,2,5,1071,1101,0,0,2,1,3,3,9,1,3,2,2006,2,947,3,192,62,8,2007,7,6
166,339750,60,2,85,10800,4,5,21,3,1,6,8,5,2008,2,13,4,100,3,5,3,1,4,3,789,245,1,2,5,1050,1028,1,0,2,1,3,1,8,1,3,2,2008,1,836,3,0,102,4,2008,7,6
167,115000,30,5,56,8960,4,5,18,1,1,3,5,6,1950,2,15,3,0,4,5,2,4,4,6,0,1008,3,2,1,1028,0,0,0,1,0,2,4,5,1,3,6,1927,3,360,3,0,0,3,2010,9,5
168,228000,60,4,59,11228,2,2,20,3,1,6,7,5,1993,2,13,3,0,3,5,3,3,4,2,50,499,1,2,5,1080,1017,0,1,2,1,3,3,9,1,5,2,1993,3,678,3,196,187,12,2008,9,5
169,149500,60,4,74,7844,4,5,19,3,1,6,6,7,1978,4,7,2,203,4,5,2,4,4,1,209,463,5,2,5,672,728,0,0,1,1,3,4,6,1,5,2,1978,1,440,3,0,0,3,2006,9,5
170,239000,70,4,86,22420,1,5,7,2,1,6,6,6,1950,4,14,3,0,4,5,1,3,4,2,1128,242,5,1,1,1370,1254,1,0,2,1,4,4,10,1,3,6,1918,3,864,1,0,0,11,2007,9,5
171,142000,20,4,65,8450,4,5,13,3,1,3,5,6,1968,2,13,3,0,4,5,2,4,4,2,775,281,1,2,5,1056,0,1,0,1,0,3,4,6,1,2,2,1968,3,304,3,0,85,7,2010,9,5
172,315000,60,4,80,9200,4,5,14,3,1,6,8,5,1998,2,13,2,473,3,5,3,3,4,3,986,484,3,2,5,1470,1160,1,0,2,1,4,3,8,1,5,2,1998,1,696,3,0,66,6,2008,9,5
173,139000,20,4,72,9000,4,5,13,3,1,3,6,5,1956,2,14,2,74,4,5,2,3,4,4,616,580,3,2,1,1196,0,1,0,1,0,2,4,6,1,3,2,1956,2,297,3,0,44,5,2008,9,5
174,135000,60,5,60,3378,4,5,18,3,1,6,7,8,1992,2,7,3,0,4,3,2,4,4,6,0,651,3,2,5,707,682,0,0,1,1,3,4,6,2,3,6,1947,3,240,2,0,0,9,2009,9,5
175,175000,20,4,130,11457,1,1,24,3,1,3,6,5,1988,2,7,3,0,4,5,2,3,3,3,1005,387,5,2,5,1412,0,1,0,2,0,3,3,6,1,5,2,1988,3,576,3,0,0,3,2009,9,5
176,181000,60,4,100,10839,1,1,9,3,1,6,6,5,1998,2,13,3,0,4,5,3,3,4,6,0,926,1,2,5,926,678,0,0,2,1,3,4,7,1,5,2,1997,1,470,3,0,36,7,2008,9,5
177,212000,60,4,43,10667,2,2,6,5,1,6,7,6,1996,2,13,3,0,3,5,3,3,1,3,385,70,1,2,5,827,834,1,0,2,1,3,3,6,1,5,2,1996,2,550,3,158,61,4,2009,5,5
178,90350,30,4,40,4280,4,5,7,3,1,3,5,6,2002,2,15,3,0,4,5,3,4,4,4,365,75,5,1,5,694,0,0,0,1,0,2,3,4,1,3,6,1990,3,352,2,0,0,3,2007,9,5
179,555000,20,4,105,15431,4,5,16,3,1,3,10,5,2008,4,13,4,200,1,5,3,1,2,3,1767,788,1,2,5,2402,0,1,0,2,0,2,1,10,2,3,2,2008,1,672,3,0,72,4,2009,9,5
180,162900,50,5,52,6240,4,5,4,3,1,1,5,7,1992,2,9,3,0,4,5,3,4,4,6,0,1078,5,2,5,1128,445,0,0,2,0,3,4,8,1,3,6,1930,3,360,2,0,0,6,2008,9,5
181,172500,120,4,53,3922,4,5,1,3,5,3,7,5,2007,2,15,2,72,3,5,3,1,1,6,0,1258,1,2,5,1258,0,0,0,2,0,2,3,6,1,3,2,2007,1,648,3,144,16,6,2007,7,6
182,210000,60,4,70,8750,4,5,6,3,1,6,7,5,1995,2,13,3,0,3,3,3,3,4,3,642,273,1,2,5,933,975,1,0,2,1,4,3,8,1,5,2,1994,3,493,3,144,133,7,2008,9,5
183,127500,20,4,73,9855,4,1,8,3,1,3,6,5,1956,4,14,3,0,4,5,2,4,4,6,0,1436,2,2,5,1689,0,0,0,1,0,3,4,7,1,3,2,1956,3,480,3,0,0,11,2009,1,5
184,190000,20,4,137,16492,1,1,13,4,1,3,6,6,2002,2,4,3,0,3,5,2,4,4,1,247,557,1,2,5,1888,0,0,0,2,1,2,3,6,1,3,2,1966,1,578,3,0,0,6,2010,9,5
185,119500,50,5,50,8600,4,5,10,3,1,1,6,6,1950,2,9,3,0,4,5,1,4,4,6,0,780,5,2,5,780,596,0,0,2,0,3,4,7,1,3,6,1937,3,198,1,0,0,6,2006,9,5
186,280000,20,4,62,70761,1,5,5,3,1,3,7,5,1975,2,10,3,0,4,5,2,3,2,1,655,878,5,2,5,1533,0,1,0,2,0,2,3,5,2,5,2,1975,3,576,3,200,54,12,2006,9,5
187,175500,20,4,80,9600,4,5,17,3,1,3,7,6,1973,4,7,2,320,4,5,2,4,4,1,916,326,2,2,5,1242,0,0,0,1,1,3,4,6,1,5,2,1973,3,528,3,0,0,9,2007,9,5
188,62383,20,4,60,8281,1,5,19,3,1,3,5,5,1965,2,9,3,0,4,5,2,4,4,5,553,0,3,2,5,864,0,0,0,1,0,3,4,5,1,4,6,1965,3,360,3,0,0,12,2009,9,5
189,188700,70,4,74,11988,1,5,7,3,1,6,6,7,1995,4,12,3,0,4,5,2,4,4,4,326,389,2,2,1,849,811,0,0,1,1,3,4,6,1,3,6,1939,3,240,3,0,0,8,2008,9,5
190,167000,20,4,85,10628,4,5,13,3,1,3,7,5,1970,1,10,3,0,4,3,2,4,2,3,778,499,5,2,5,1277,0,1,0,1,0,2,4,5,1,4,2,1970,3,526,3,0,0,4,2007,9,5
191,146500,70,4,79,9480,4,5,13,1,1,6,5,7,1995,2,9,4,224,4,5,2,4,4,4,386,342,1,2,5,888,756,0,0,1,1,3,3,7,2,3,2,1942,3,312,3,168,0,6,2007,9,5
192,250000,20,4,98,11428,1,5,16,3,1,3,8,5,2006,2,13,4,248,3,5,3,3,4,6,0,1626,1,2,5,1634,0,0,0,2,0,3,3,7,1,3,2,2006,2,866,3,0,44,5,2007,9,5
193,190000,60,4,92,11952,4,5,17,4,1,6,7,6,1977,5,15,3,0,4,5,2,3,4,6,0,808,5,2,5,1161,808,0,0,2,1,3,4,8,1,3,2,1977,2,534,3,0,0,11,2007,9,5
194,440000,20,4,110,14977,1,5,16,3,1,3,8,5,2007,2,13,2,304,3,5,3,1,2,3,1350,626,1,2,5,1976,0,1,0,2,0,2,3,7,1,1,2,2006,2,908,3,250,63,7,2007,7,6
195,208900,20,4,75,13125,4,5,6,3,1,3,6,5,1998,2,13,2,215,4,5,3,3,2,3,994,484,1,2,5,1493,0,1,0,2,0,3,3,7,1,5,2,1997,1,508,3,140,39,4,2008,9,5
196,380000,60,4,105,13693,4,5,16,3,1,6,9,5,2006,4,13,2,772,1,5,3,3,1,6,0,2153,1,2,5,2069,574,0,0,2,1,3,1,9,1,3,4,2006,1,694,3,414,84,3,2007,9,5
197,297000,20,4,79,10637,4,5,6,3,1,3,8,5,2008,4,13,4,336,3,5,3,1,2,3,1288,417,1,2,5,1718,0,1,0,2,0,3,3,7,1,3,2,2007,2,826,3,208,44,9,2009,9,5
198,326000,20,4,98,16033,1,3,16,3,1,3,9,5,2005,4,13,2,378,3,5,3,1,2,3,1261,572,1,2,5,1850,0,1,0,2,0,3,3,8,1,3,2,2004,1,772,3,519,112,3,2006,9,5
199,374000,20,4,72,11846,1,5,16,3,1,3,9,5,2004,4,13,2,562,3,5,3,1,2,3,1567,225,1,2,5,1792,0,1,0,2,0,2,1,6,1,3,2,2003,1,874,3,206,49,8,2006,9,5
200,155000,70,5,50,2500,4,1,18,3,1,6,7,8,2005,2,12,3,0,3,5,3,4,4,1,299,611,1,2,5,916,910,1,0,1,1,4,1,7,1,3,2,1915,3,164,3,0,0,6,2009,9,5
201,147000,20,4,80,9600,4,5,13,3,1,3,5,7,2007,2,9,3,0,3,5,2,4,4,1,607,506,3,2,5,1113,0,0,0,1,0,3,3,5,1,3,2,1950,3,264,3,0,80,7,2009,9,5
202,175000,20,4,70,12243,1,5,17,3,1,3,5,6,1971,2,10,3,0,4,5,2,3,1,1,998,486,3,2,5,1484,0,0,0,2,0,3,4,7,1,5,2,1971,3,487,3,224,0,2,2007,9,5
203,160000,190,4,60,10800,4,1,18,3,2,1,5,4,1970,2,14,3,0,4,2,2,4,4,2,664,290,5,1,1,1766,648,0,0,2,0,3,4,10,1,3,2,1970,3,520,1,142,0,5,2006,3,5
204,133000,50,4,79,9490,4,5,13,1,1,1,6,7,1950,2,14,3,0,4,5,2,4,4,2,403,238,5,2,1,958,620,1,0,1,0,3,2,5,2,5,2,1941,3,240,3,0,0,8,2006,9,5
205,155000,20,4,70,7931,4,5,13,3,1,3,5,6,1960,2,4,3,0,4,5,2,4,4,2,374,363,5,2,1,1269,0,0,0,1,1,3,4,6,1,2,6,1964,3,308,3,0,0,6,2008,9,5
206,289000,20,4,100,15602,1,5,7,3,1,3,7,8,1997,2,4,3,0,4,5,2,4,4,1,1247,254,5,2,5,1801,0,1,0,2,0,1,4,6,2,5,2,1959,1,484,3,0,54,3,2010,9,5
207,147000,160,4,24,2308,4,5,15,3,5,6,6,5,1974,2,10,3,0,4,5,2,4,4,1,257,103,5,2,5,855,467,0,1,2,1,3,4,6,1,2,2,1974,3,440,3,260,0,6,2009,9,5
208,215000,60,4,80,9554,1,5,20,3,1,6,8,5,1994,2,13,2,125,3,5,3,3,4,3,380,397,1,2,5,1065,846,0,0,2,1,3,3,8,1,5,2,1993,2,471,3,182,81,9,2006,9,5
209,161000,70,5,60,9600,4,5,18,3,1,6,7,9,2005,3,9,3,0,4,1,1,4,4,5,141,548,1,2,5,689,689,0,0,2,0,3,3,7,1,3,6,1928,3,360,1,0,0,10,2008,9,5
210,164900,20,4,75,14559,4,5,13,3,1,3,5,7,2000,4,14,1,70,3,5,2,4,4,2,650,178,1,2,5,1363,0,1,0,1,0,2,4,6,2,5,5,1951,3,288,3,324,42,6,2009,9,5
211,202665,120,4,40,6792,1,5,16,3,5,3,7,5,2006,2,13,4,94,3,5,3,3,4,6,0,1368,1,2,5,1368,0,0,0,2,0,2,3,6,1,3,2,2005,2,474,3,132,35,3,2006,7,6
212,402861,20,4,94,12220,4,5,16,3,1,3,10,5,2009,4,6,2,305,1,5,2,1,4,3,1436,570,1,2,5,2020,0,1,0,2,1,3,1,9,1,3,2,2009,1,900,3,156,54,9,2009,7,6
213,265000,60,4,79,10208,1,5,14,3,1,6,7,5,1997,2,13,2,921,3,5,3,3,4,6,0,1264,1,2,5,1277,1067,0,0,2,1,3,3,7,1,5,2,1996,2,889,3,220,0,7,2009,9,5
214,234000,70,4,53,10918,4,5,7,3,1,6,7,9,2004,3,9,3,0,3,5,1,3,4,6,0,1276,1,2,5,1276,804,0,0,1,1,3,3,9,2,3,6,1926,3,282,3,0,0,6,2009,9,5
215,150000,20,4,90,11988,1,1,13,2,1,3,6,6,1957,2,13,3,0,4,5,2,4,4,5,777,467,1,2,1,1244,0,0,0,1,1,3,4,6,2,3,2,1957,3,336,3,0,40,5,2007,9,5
216,159000,50,5,50,5000,4,1,4,2,1,1,6,7,1950,2,6,3,0,4,3,2,4,4,1,399,605,1,2,5,1004,660,0,0,2,0,3,4,7,2,3,6,1950,3,420,3,0,24,10,2006,9,5
217,184750,60,4,130,40094,1,5,8,5,1,6,10,5,2008,4,6,4,762,1,5,3,1,2,3,2260,878,1,2,5,3138,1538,1,0,3,1,3,1,11,1,3,4,2007,1,884,3,208,406,10,2007,7,6
218,315750,60,4,95,11787,1,5,14,3,1,6,7,5,1997,2,13,2,594,3,5,3,3,4,3,719,660,1,2,5,1383,1015,1,0,2,1,3,3,8,1,5,2,1996,1,834,3,239,60,8,2007,9,5
219,176000,20,2,62,7500,4,5,21,3,1,3,7,5,2005,2,13,3,0,3,5,3,3,4,6,0,1257,1,2,5,1266,0,0,0,2,0,3,3,6,1,5,2,2005,3,453,3,38,144,4,2006,9,5
220,446261,60,4,67,14948,1,5,16,3,1,6,9,5,2008,4,13,4,268,1,5,3,1,1,3,1330,122,1,2,5,1476,1237,1,0,2,1,3,1,11,1,3,2,2008,1,858,3,126,66,11,2008,7,6
221,175000,80,4,85,10200,4,5,24,3,1,8,6,5,1989,2,7,2,219,3,5,2,3,1,3,783,678,1,2,5,1509,0,1,0,2,0,3,3,5,1,2,2,1988,2,600,3,224,0,8,2008,9,1
222,178000,60,4,74,9056,1,5,9,3,1,6,8,5,2004,2,13,3,0,3,5,3,1,1,6,0,707,1,2,5,707,707,0,0,2,1,3,3,6,1,3,2,2004,1,403,3,100,35,10,2006,9,5
223,315000,20,4,85,14601,4,5,24,3,1,3,9,5,2006,4,13,2,584,1,5,3,1,1,3,1260,578,1,2,5,1838,0,1,0,2,0,2,1,8,1,3,2,2006,1,765,3,270,68,3,2009,9,5
224,213250,20,4,78,10140,4,5,17,7,1,3,7,5,1999,4,13,3,0,3,5,3,1,4,4,144,379,1,2,5,1680,0,1,0,2,0,3,3,7,1,5,2,1998,1,583,3,78,73,6,2009,9,5
225,179665,60,4,58,17104,1,5,9,3,1,6,7,5,2006,2,13,3,0,3,5,3,3,1,3,554,100,1,2,5,664,832,1,0,2,1,3,3,7,1,3,2,2006,2,426,3,100,24,9,2006,7,6
226,210000,50,4,70,8737,1,5,4,3,1,1,6,7,1950,2,4,3,0,4,5,1,3,4,5,300,765,1,2,1,915,720,0,0,1,1,3,4,6,1,3,6,1950,3,440,3,0,38,5,2007,9,5
227,263000,60,2,75,9375,4,5,21,3,1,6,7,5,2004,2,13,3,0,3,5,3,3,4,6,0,912,1,2,5,912,1182,0,0,2,1,4,3,8,1,3,4,2003,1,615,3,182,182,11,2009,9,5
228,255500,20,4,87,11146,1,5,16,3,1,3,8,5,2006,2,13,4,250,3,5,3,1,1,6,0,1709,1,2,5,1717,0,0,0,2,0,3,3,7,1,3,2,2006,2,908,3,169,39,7,2009,9,5
229,284000,60,4,85,10625,4,5,16,3,1,6,7,5,2004,2,13,2,292,3,5,3,3,4,3,866,132,1,2,5,1006,1040,1,0,2,1,3,3,8,1,3,4,2003,2,871,3,320,62,8,2008,9,5
230,113000,45,5,58,6380,4,5,4,3,1,2,5,6,1950,2,9,3,0,4,5,1,4,4,6,0,993,5,2,1,1048,0,0,0,1,0,2,4,5,1,3,6,1922,3,280,3,0,0,8,2006,9,5
231,141000,20,4,69,14850,1,5,13,3,1,3,5,5,1957,2,14,3,0,4,5,2,4,4,5,895,197,5,2,1,1092,0,1,0,1,0,2,4,6,1,5,2,1957,1,299,3,268,0,5,2006,9,5
232,175000,60,4,57,21872,2,3,9,3,1,6,7,5,1997,2,7,3,0,4,5,3,3,2,3,604,125,1,2,5,729,717,0,1,2,1,3,4,6,1,5,2,1996,3,406,3,264,22,8,2008,9,5
233,170000,20,4,77,10010,4,5,12,3,1,3,5,5,1975,2,7,3,0,4,5,2,3,1,1,1071,195,3,2,5,1389,0,1,0,1,0,2,4,6,1,5,2,1975,2,418,3,240,38,4,2006,9,5
234,185000,50,4,66,21780,4,5,8,3,1,1,6,7,1950,2,14,3,0,4,5,1,3,3,6,0,1163,1,2,5,1163,511,0,0,2,0,4,4,8,1,3,6,1955,1,396,1,72,36,7,2008,9,5
235,325000,60,4,77,11198,1,5,22,3,1,6,9,5,2007,4,13,2,245,3,5,3,3,4,6,0,1122,1,2,5,1134,1370,0,0,2,1,4,1,11,1,3,4,2005,1,656,3,144,39,6,2008,9,5
236,316600,50,4,79,12327,1,5,20,3,1,1,8,8,2009,2,14,3,0,3,5,2,3,2,3,1441,55,1,2,5,1496,636,1,0,1,1,1,3,5,1,3,4,1983,1,612,3,349,40,9,2009,9,5
237,170000,80,4,76,9967,1,5,9,3,1,8,7,5,2000,2,13,3,0,4,5,3,3,4,6,0,384,1,2,5,774,656,0,0,2,1,3,4,8,1,5,4,2000,2,400,3,100,0,12,2007,9,5
238,145000,50,4,52,6292,4,5,23,3,1,1,7,7,1950,2,14,3,0,4,5,1,4,4,6,0,861,3,2,5,877,600,0,1,2,0,3,4,6,1,3,6,1928,3,216,3,0,50,8,2009,9,5
239,164500,80,4,96,11777,1,5,19,3,1,8,5,6,1966,2,13,2,97,4,5,2,4,1,4,328,285,1,2,5,1320,0,1,0,1,0,3,4,6,2,2,2,1966,2,564,3,160,68,5,2006,9,1
240,253293,20,4,98,12704,4,5,16,3,1,3,8,5,2009,4,13,2,306,1,5,3,1,4,6,0,2042,1,2,5,2042,0,0,0,2,1,3,1,8,1,3,2,2009,2,1390,3,0,90,8,2009,7,6
241,325000,75,5,75,13500,4,5,18,1,1,5,10,9,2000,2,14,3,0,1,1,1,4,4,6,0,1237,3,2,5,1521,1254,0,0,3,1,3,3,9,1,3,6,1988,3,880,3,105,502,7,2008,9,5
242,369900,20,4,88,11443,4,5,24,3,1,3,8,5,2006,4,13,2,208,3,5,3,1,2,3,1460,408,1,2,5,2028,0,1,0,2,0,2,3,7,2,3,2,2005,2,880,3,326,66,3,2006,7,6
243,143000,20,4,65,25095,1,5,5,3,1,3,5,8,2003,1,14,3,0,4,5,2,4,2,3,1324,113,1,2,5,1473,0,2,0,1,0,1,1,5,2,3,2,1968,3,452,3,0,48,6,2009,9,6
